date,Time,x_(m),y_(m),z_(m),res,res25,del_log_res25,tempC,swc,del_swc,pF,logK_cmd,cov,res_sd,res25_sd,del_log_res25_sd,tempC_sd,swc_sd,del_swc_sd,pF_sd,logK_cmd_sd,cov_sd,log_res25
2024_03_16_00_30,2024-03-16 00:30:00,2.35,0.6,0.85,53.28,39.361,-0.002,11.25,0.419,0.0,1.14,-0.006,2.322,1.088,1.088,0.004,0.0,0.003,0.0,0.064,0.056,0.307,1.5950661235236596
2024_03_16_00_30,2024-03-16 00:30:00,2.35,0.6,0.9,52.432,38.734,-0.001,11.25,0.419,0.0,1.134,-0.001,2.35,1.089,1.089,0.004,0.0,0.001,0.0,0.034,0.028,0.317,1.5880923482183753
2024_03_16_00_30,2024-03-16 00:30:00,2.35,0.6,0.95,51.973,38.395,-0.001,11.25,0.419,0.0,1.133,-0.0,2.35,1.088,1.088,0.004,0.0,0.001,0.0,0.028,0.022,0.288,1.5842746719249867
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.0,88.885,66.996,0.089,12.039,0.407,-0.006,1.437,-0.246,2.367,1.107,1.108,0.032,0.068,0.01,0.01,0.139,0.148,0.256,1.8260488738980543
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.05,88.465,67.058,0.088,12.265,0.407,-0.006,1.437,-0.247,2.369,1.104,1.104,0.031,0.259,0.01,0.01,0.146,0.154,0.314,1.8264505964844435
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.1,87.723,66.83,0.085,12.466,0.407,-0.007,1.432,-0.245,2.359,1.102,1.101,0.03,0.228,0.011,0.011,0.162,0.168,0.34,1.8249714611236934
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.15,86.574,66.17,0.079,12.596,0.407,-0.008,1.407,-0.23,2.337,1.102,1.101,0.029,0.132,0.012,0.012,0.198,0.194,0.346,1.8206611346435955
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.2,84.09,64.371,0.066,12.658,0.409,-0.01,1.333,-0.182,2.279,1.105,1.104,0.028,0.055,0.013,0.013,0.269,0.235,0.305,1.8086902559226388
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.25,78.477,60.164,0.038,12.718,0.415,-0.008,1.134,-0.059,2.206,1.092,1.092,0.025,0.034,0.012,0.01,0.367,0.25,0.22,1.7793367025865487
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.3,74.098,56.867,0.015,12.761,0.419,-0.004,0.966,0.038,2.202,1.086,1.085,0.021,0.03,0.01,0.008,0.379,0.23,0.163,1.7548603177930204
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.35,71.103,54.61,0.0,12.792,0.422,0.0,0.865,0.099,2.222,1.081,1.08,0.017,0.03,0.008,0.007,0.34,0.196,0.147,1.7372721765355434
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.4,68.5,52.65,-0.011,12.822,0.423,0.003,0.802,0.135,2.235,1.078,1.078,0.015,0.029,0.007,0.007,0.301,0.169,0.133,1.7213983755215052
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.45,65.84,50.646,-0.021,12.854,0.424,0.006,0.76,0.16,2.24,1.082,1.082,0.014,0.03,0.006,0.009,0.262,0.142,0.122,1.7045451506533258
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.5,62.952,48.463,-0.029,12.887,0.425,0.007,0.742,0.172,2.244,1.089,1.089,0.014,0.024,0.005,0.01,0.225,0.119,0.116,1.685410294719332
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.55,59.857,46.111,-0.031,12.914,0.423,0.006,0.844,0.134,2.235,1.083,1.083,0.014,0.012,0.004,0.01,0.208,0.11,0.116,1.6638045407787796
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.6,58.047,44.733,-0.026,12.928,0.421,0.005,0.992,0.069,2.214,1.086,1.086,0.015,0.01,0.004,0.009,0.171,0.102,0.116,1.650628024927767
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.65,57.085,44.002,-0.02,12.938,0.42,0.003,1.079,0.024,2.199,1.087,1.087,0.015,0.009,0.004,0.008,0.14,0.098,0.125,1.6434724166958181
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.7,56.426,43.502,-0.013,12.945,0.418,0.002,1.134,-0.008,2.194,1.089,1.089,0.016,0.007,0.005,0.007,0.127,0.096,0.146,1.6385092240580132
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.75,55.993,43.172,-0.002,12.949,0.418,0.001,1.164,-0.025,2.187,1.088,1.088,0.018,0.003,0.004,0.005,0.111,0.087,0.17,1.6352021683885871
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.8,55.994,43.174,0.021,12.95,0.418,-0.001,1.174,-0.031,2.233,1.087,1.087,0.02,0.001,0.004,0.004,0.103,0.08,0.25,1.6352222871888549
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.85,56.296,43.407,0.035,12.95,0.418,-0.001,1.175,-0.031,2.3,1.083,1.083,0.016,0.0,0.003,0.003,0.099,0.076,0.315,1.6375597713612076
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.9,56.605,43.645,0.042,12.95,0.418,-0.001,1.175,-0.031,2.324,1.076,1.076,0.015,0.0,0.003,0.003,0.098,0.074,0.32,1.6399344978288182
2024_03_21_00_30,2024-03-21 00:30:00,2.35,0.6,0.95,56.684,43.706,0.046,12.95,0.418,-0.001,1.176,-0.032,2.324,1.075,1.075,0.015,0.0,0.003,0.003,0.098,0.074,0.29,1.6405410614102889
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.0,86.305,64.697,0.004,11.823,0.41,-0.001,1.399,-0.205,2.363,1.112,1.112,0.002,0.039,0.006,0.001,0.1,0.101,0.255,1.8108841428997267
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.05,85.898,64.614,0.002,11.959,0.41,-0.0,1.392,-0.199,2.365,1.107,1.107,0.003,0.158,0.007,0.001,0.107,0.106,0.313,1.8103266273450065
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.1,85.173,64.273,0.001,12.086,0.41,-0.0,1.379,-0.19,2.356,1.105,1.105,0.003,0.145,0.007,0.001,0.122,0.118,0.339,1.8080285714684925
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.15,84.042,63.572,0.0,12.181,0.412,-0.0,1.342,-0.164,2.334,1.107,1.107,0.002,0.093,0.008,0.001,0.154,0.141,0.347,1.8032658747197536
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.2,81.605,61.838,-0.001,12.251,0.414,0.0,1.253,-0.107,2.277,1.112,1.111,0.002,0.058,0.01,0.001,0.226,0.182,0.306,1.7912554349366292
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.25,76.192,57.876,-0.002,12.348,0.419,0.0,1.012,0.031,2.205,1.1,1.099,0.002,0.057,0.009,0.001,0.315,0.194,0.219,1.7624985079695075
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.3,71.984,54.784,-0.003,12.424,0.423,0.001,0.831,0.123,2.201,1.094,1.093,0.002,0.057,0.007,0.001,0.3,0.169,0.164,1.7386537386610403
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.35,69.125,52.686,-0.004,12.484,0.424,0.0,0.758,0.161,2.221,1.089,1.089,0.002,0.059,0.006,0.001,0.255,0.139,0.148,1.721695227537098
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.4,66.681,50.899,-0.004,12.543,0.425,0.0,0.722,0.179,2.235,1.088,1.087,0.002,0.059,0.005,0.001,0.224,0.122,0.134,1.7067092499448508
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.45,64.202,49.085,-0.004,12.608,0.426,0.0,0.701,0.191,2.24,1.091,1.09,0.002,0.06,0.004,0.001,0.198,0.107,0.123,1.6909487953306024
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.5,61.53,47.115,-0.004,12.67,0.425,0.0,0.705,0.191,2.244,1.098,1.097,0.002,0.046,0.004,0.001,0.182,0.099,0.117,1.673159195454186
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.55,58.737,45.024,-0.004,12.713,0.424,0.0,0.826,0.143,2.237,1.093,1.092,0.002,0.016,0.004,0.001,0.195,0.106,0.116,1.6534440757546516
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.6,57.178,43.846,-0.004,12.728,0.421,0.0,0.982,0.074,2.216,1.095,1.095,0.002,0.01,0.004,0.001,0.168,0.103,0.117,1.6419299795226938
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.65,56.384,43.248,-0.003,12.738,0.42,0.0,1.071,0.029,2.201,1.096,1.096,0.003,0.009,0.005,0.001,0.14,0.1,0.126,1.6359660283546502
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.7,55.859,42.852,-0.003,12.745,0.418,0.0,1.127,-0.004,2.195,1.097,1.097,0.003,0.007,0.005,0.001,0.127,0.098,0.147,1.6319710962404068
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.75,55.611,42.666,-0.002,12.749,0.418,0.0,1.164,-0.026,2.188,1.097,1.097,0.003,0.003,0.005,0.001,0.116,0.093,0.172,1.6300819290239112
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.8,55.87,42.867,-0.001,12.75,0.417,0.0,1.18,-0.036,2.233,1.096,1.096,0.003,0.001,0.004,0.001,0.111,0.088,0.251,1.6321230909509152
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.85,56.33,43.219,-0.001,12.75,0.417,-0.0,1.182,-0.037,2.3,1.09,1.09,0.003,0.0,0.004,0.001,0.109,0.084,0.317,1.6356747139700312
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.9,56.716,43.516,-0.0,12.75,0.417,-0.0,1.183,-0.038,2.324,1.084,1.084,0.003,0.0,0.004,0.001,0.108,0.083,0.322,1.638648968083367
2024_03_26_00_30,2024-03-26 00:30:00,2.35,0.6,0.95,56.823,43.597,-0.0,12.75,0.417,-0.0,1.184,-0.039,2.323,1.082,1.082,0.003,0.0,0.004,0.001,0.109,0.084,0.291,1.6394566055926287
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.0,84.064,62.602,-0.0,11.563,0.412,-0.0,1.376,-0.18,2.359,1.119,1.119,0.003,0.022,0.004,0.001,0.066,0.064,0.254,1.7965882082118494
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.05,83.645,62.406,-0.001,11.636,0.412,-0.0,1.365,-0.172,2.361,1.115,1.115,0.003,0.083,0.004,0.001,0.073,0.068,0.312,1.7952263467597027
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.1,82.912,61.958,-0.001,11.699,0.412,-0.0,1.348,-0.159,2.352,1.113,1.113,0.003,0.072,0.005,0.001,0.089,0.079,0.338,1.792097390317274
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.15,81.751,61.144,-0.002,11.733,0.414,-0.0,1.304,-0.127,2.331,1.116,1.115,0.003,0.039,0.005,0.001,0.118,0.099,0.346,1.7863538465769175
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.2,79.274,59.299,-0.003,11.738,0.416,-0.0,1.199,-0.059,2.275,1.121,1.121,0.003,0.013,0.007,0.001,0.191,0.139,0.306,1.7730473696181617
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.25,73.951,55.308,-0.005,11.732,0.422,0.0,0.905,0.1,2.203,1.109,1.109,0.003,0.006,0.006,0.001,0.253,0.14,0.219,1.7427879541721452
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.3,69.863,52.255,-0.005,11.735,0.425,0.0,0.714,0.188,2.2,1.102,1.102,0.003,0.01,0.004,0.001,0.182,0.094,0.164,1.7181278520753012
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.35,67.129,50.225,-0.006,11.746,0.426,0.0,0.663,0.211,2.221,1.097,1.097,0.003,0.014,0.002,0.001,0.127,0.064,0.148,1.7009199454202868
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.4,64.818,48.513,-0.006,11.761,0.427,0.0,0.649,0.217,2.235,1.096,1.096,0.003,0.015,0.002,0.001,0.098,0.049,0.134,1.6858581318340684
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.45,62.526,46.817,-0.006,11.777,0.427,0.0,0.642,0.221,2.241,1.099,1.099,0.003,0.015,0.001,0.001,0.071,0.033,0.123,1.670403580971269
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.5,60.092,45.015,-0.007,11.795,0.426,0.0,0.658,0.215,2.246,1.106,1.106,0.003,0.014,0.001,0.001,0.08,0.033,0.117,1.653357254480534
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.55,57.666,43.218,-0.006,11.814,0.425,0.0,0.793,0.163,2.239,1.101,1.101,0.003,0.011,0.002,0.001,0.147,0.063,0.117,1.6356646651603335
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.6,56.448,42.321,-0.006,11.828,0.422,0.0,0.956,0.092,2.218,1.103,1.103,0.003,0.01,0.002,0.001,0.129,0.065,0.118,1.6265559210628313
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.65,55.868,41.897,-0.006,11.838,0.42,0.0,1.051,0.044,2.203,1.104,1.104,0.003,0.009,0.003,0.001,0.105,0.065,0.127,1.6221829267827501
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.7,55.529,41.649,-0.005,11.845,0.419,0.0,1.11,0.01,2.197,1.106,1.106,0.003,0.007,0.003,0.001,0.095,0.066,0.149,1.6196045783791664
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.75,55.504,41.635,-0.005,11.849,0.418,0.0,1.15,-0.015,2.189,1.108,1.108,0.003,0.003,0.003,0.001,0.092,0.07,0.174,1.6194585689943166
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.8,56.173,42.138,-0.004,11.85,0.417,0.0,1.177,-0.034,2.233,1.109,1.109,0.003,0.001,0.004,0.001,0.105,0.081,0.253,1.6246739187999304
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.85,56.865,42.658,-0.003,11.85,0.417,0.0,1.185,-0.039,2.3,1.102,1.102,0.003,0.0,0.004,0.001,0.111,0.085,0.319,1.6300004899009117
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.9,57.374,43.039,-0.003,11.85,0.417,0.0,1.189,-0.043,2.323,1.095,1.095,0.003,0.0,0.004,0.001,0.115,0.089,0.323,1.6338621720559345
2024_04_01_00_30,2024-04-01 00:30:00,2.35,0.6,0.95,57.527,43.154,-0.003,11.85,0.417,0.0,1.193,-0.045,2.322,1.093,1.093,0.003,0.0,0.004,0.001,0.119,0.092,0.292,1.6350210572334878
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.0,84.096,60.441,0.003,10.196,0.413,-0.0,1.355,-0.16,2.356,1.124,1.125,0.002,0.08,0.001,0.001,0.025,0.023,0.254,1.7813316411548958
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.05,83.567,60.497,0.001,10.472,0.413,-0.0,1.346,-0.154,2.357,1.12,1.12,0.003,0.32,0.002,0.001,0.042,0.036,0.312,1.7817338388549537
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.1,82.701,60.274,-0.0,10.729,0.414,0.0,1.328,-0.14,2.348,1.118,1.117,0.003,0.298,0.003,0.001,0.065,0.053,0.338,1.7801300137722693
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.15,81.293,59.564,-0.002,10.932,0.415,0.0,1.28,-0.105,2.327,1.122,1.12,0.003,0.197,0.003,0.001,0.093,0.072,0.346,1.7749838549565071
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.2,78.394,57.681,-0.003,11.094,0.418,0.0,1.169,-0.034,2.272,1.129,1.128,0.002,0.134,0.005,0.001,0.162,0.108,0.306,1.7610327810233917
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.25,72.411,53.591,-0.005,11.321,0.423,0.0,0.861,0.126,2.203,1.117,1.116,0.002,0.13,0.004,0.001,0.215,0.107,0.22,1.7290918609889365
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.3,67.943,50.494,-0.005,11.483,0.426,0.0,0.675,0.207,2.201,1.109,1.108,0.002,0.109,0.002,0.001,0.12,0.056,0.165,1.7032397757087265
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.35,65.005,48.446,-0.005,11.593,0.427,0.0,0.639,0.222,2.223,1.105,1.104,0.002,0.103,0.001,0.001,0.058,0.027,0.148,1.685257924841032
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.4,62.583,46.764,-0.005,11.696,0.427,0.0,0.633,0.225,2.237,1.103,1.102,0.002,0.102,0.001,0.0,0.037,0.018,0.134,1.6699116518403152
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.45,60.26,45.156,-0.005,11.808,0.427,0.0,0.632,0.225,2.243,1.107,1.106,0.002,0.104,0.0,0.0,0.021,0.009,0.123,1.654715464367489
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.5,57.883,43.495,-0.005,11.918,0.427,0.0,0.651,0.219,2.249,1.113,1.113,0.002,0.082,0.001,0.0,0.058,0.021,0.118,1.638439335179549
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.55,55.689,41.936,-0.005,12.002,0.425,0.0,0.784,0.167,2.242,1.108,1.108,0.003,0.035,0.002,0.0,0.135,0.055,0.118,1.6225870036025252
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.6,54.795,41.304,-0.004,12.042,0.422,0.0,0.947,0.098,2.221,1.109,1.109,0.002,0.027,0.002,0.0,0.118,0.055,0.119,1.6159921120391663
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.65,54.484,41.096,-0.003,12.068,0.421,0.0,1.043,0.05,2.206,1.11,1.11,0.002,0.023,0.002,0.0,0.087,0.049,0.129,1.6137995527162807
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.7,54.401,41.053,-0.003,12.086,0.419,0.0,1.103,0.016,2.199,1.111,1.111,0.002,0.018,0.002,0.0,0.081,0.053,0.15,1.613344899234744
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.75,54.704,41.293,-0.003,12.097,0.418,0.0,1.15,-0.015,2.19,1.114,1.114,0.002,0.008,0.003,0.0,0.093,0.071,0.176,1.6158764361834044
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.8,56.037,42.302,-0.002,12.1,0.417,-0.0,1.199,-0.051,2.233,1.115,1.115,0.002,0.002,0.005,0.0,0.133,0.106,0.255,1.6263609009076767
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.85,57.144,43.138,-0.002,12.1,0.416,-0.0,1.215,-0.065,2.297,1.106,1.106,0.002,0.0,0.006,0.0,0.147,0.119,0.321,1.6348600061096272
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.9,57.87,43.686,-0.001,12.1,0.415,-0.0,1.224,-0.073,2.319,1.096,1.096,0.002,0.0,0.006,0.0,0.157,0.128,0.324,1.6403422814352409
2024_04_06_00_30,2024-04-06 00:30:00,2.35,0.6,0.95,58.124,43.878,-0.001,12.1,0.415,-0.0,1.23,-0.078,2.32,1.095,1.095,0.002,0.0,0.007,0.0,0.163,0.134,0.293,1.642246823807891
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.0,78.932,62.326,0.005,13.927,0.41,-0.001,1.395,-0.201,2.352,1.142,1.141,0.003,0.04,0.007,0.002,0.099,0.102,0.254,1.7946692553426435
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.05,78.371,61.664,0.003,13.781,0.411,-0.001,1.376,-0.184,2.353,1.137,1.137,0.003,0.174,0.006,0.002,0.096,0.095,0.312,1.790031692975359
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.1,77.471,60.742,0.002,13.635,0.412,-0.001,1.351,-0.163,2.344,1.135,1.135,0.003,0.175,0.006,0.001,0.103,0.096,0.338,1.7834890874614695
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.15,75.988,59.381,0.0,13.497,0.414,-0.0,1.298,-0.123,2.323,1.139,1.14,0.003,0.138,0.006,0.001,0.122,0.104,0.347,1.7736475070159208
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.2,73.008,56.853,-0.001,13.354,0.417,-0.0,1.18,-0.045,2.269,1.149,1.15,0.003,0.123,0.006,0.001,0.182,0.13,0.307,1.7547533863336928
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.25,66.952,51.859,-0.003,13.135,0.423,-0.0,0.859,0.127,2.2,1.135,1.137,0.003,0.119,0.004,0.0,0.218,0.112,0.222,1.714824137989269
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.3,62.501,48.266,-0.004,13.013,0.426,0.0,0.67,0.21,2.198,1.125,1.125,0.003,0.063,0.002,0.0,0.107,0.048,0.167,1.683641308557471
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.35,59.626,45.995,-0.005,12.968,0.427,0.0,0.634,0.224,2.22,1.119,1.119,0.003,0.032,0.001,0.0,0.035,0.014,0.15,1.6627106231939028
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.4,57.29,44.164,-0.005,12.941,0.427,0.0,0.631,0.226,2.236,1.118,1.118,0.003,0.025,0.0,0.0,0.018,0.008,0.136,1.645068401207914
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.45,55.092,42.441,-0.005,12.914,0.427,0.0,0.631,0.225,2.242,1.122,1.122,0.003,0.024,0.0,0.0,0.018,0.007,0.124,1.6277856082492232
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.5,52.89,40.724,-0.006,12.893,0.427,0.0,0.651,0.219,2.249,1.128,1.128,0.003,0.016,0.001,0.0,0.058,0.021,0.119,1.609850428773941
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.55,50.98,39.257,-0.006,12.898,0.425,0.0,0.784,0.168,2.243,1.122,1.122,0.003,0.014,0.002,0.0,0.134,0.054,0.119,1.5939171079683356
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.6,50.37,38.807,-0.005,12.917,0.422,0.0,0.944,0.099,2.223,1.122,1.122,0.003,0.015,0.002,0.0,0.115,0.053,0.121,1.588910070624464
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.65,50.245,38.724,-0.005,12.932,0.421,0.0,1.036,0.055,2.209,1.122,1.122,0.003,0.013,0.001,0.0,0.074,0.038,0.131,1.5879802114515298
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.7,50.322,38.793,-0.005,12.942,0.42,0.0,1.091,0.025,2.202,1.124,1.123,0.003,0.01,0.001,0.0,0.057,0.032,0.153,1.5887533664282627
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.75,50.826,39.188,-0.005,12.948,0.419,0.0,1.13,0.0,2.193,1.128,1.128,0.003,0.005,0.002,0.0,0.056,0.041,0.179,1.59315309937685
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.8,52.528,40.502,-0.004,12.95,0.418,0.0,1.164,-0.024,2.237,1.131,1.131,0.003,0.001,0.003,0.0,0.093,0.072,0.258,1.607476469326221
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.85,53.859,41.528,-0.003,12.95,0.417,0.0,1.179,-0.036,2.301,1.121,1.121,0.002,0.0,0.004,0.001,0.114,0.091,0.323,1.618341015870793
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.9,54.707,42.182,-0.003,12.95,0.417,0.0,1.19,-0.045,2.323,1.109,1.109,0.002,0.0,0.005,0.001,0.128,0.103,0.324,1.6251271673515952
2024_04_11_00_30,2024-04-11 00:30:00,2.35,0.6,0.95,55.006,42.413,-0.003,12.95,0.417,0.0,1.198,-0.051,2.323,1.108,1.108,0.002,0.0,0.006,0.001,0.137,0.112,0.293,1.6274989925107866
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.0,79.341,59.712,0.0,11.979,0.413,0.0,1.357,-0.162,2.35,1.136,1.136,0.002,0.049,0.002,0.0,0.031,0.03,0.253,1.7760616177303872
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.05,78.676,59.476,0.0,12.156,0.413,0.0,1.345,-0.153,2.351,1.131,1.131,0.002,0.205,0.002,0.0,0.044,0.038,0.311,1.774341752782963
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.1,77.633,58.931,0.0,12.322,0.414,0.0,1.322,-0.136,2.342,1.13,1.129,0.002,0.19,0.003,0.0,0.064,0.051,0.339,1.7703438106997158
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.15,75.958,57.846,-0.0,12.45,0.415,0.0,1.271,-0.098,2.322,1.136,1.135,0.002,0.126,0.003,0.0,0.087,0.065,0.349,1.7622733332447538
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.2,72.626,55.449,-0.001,12.552,0.418,0.0,1.151,-0.021,2.268,1.147,1.146,0.001,0.085,0.004,0.0,0.149,0.094,0.31,1.7438937182327345
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.25,66.094,50.641,-0.002,12.694,0.424,0.0,0.842,0.138,2.2,1.135,1.134,0.001,0.081,0.003,0.0,0.191,0.089,0.223,1.704502273039984
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.3,61.328,47.107,-0.003,12.796,0.426,0.0,0.664,0.213,2.199,1.126,1.125,0.001,0.068,0.001,0.0,0.086,0.034,0.167,1.6730854471605057
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.35,58.309,44.865,-0.003,12.865,0.427,0.0,0.633,0.225,2.222,1.121,1.121,0.001,0.065,0.0,0.0,0.024,0.009,0.15,1.6519076720869994
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.4,55.91,43.088,-0.004,12.93,0.427,0.0,0.63,0.226,2.237,1.12,1.119,0.001,0.064,0.0,0.0,0.003,0.001,0.136,1.6343563360674351
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.45,53.708,41.463,-0.005,13.001,0.427,0.0,0.631,0.226,2.245,1.124,1.124,0.002,0.066,0.0,0.0,0.015,0.006,0.125,1.6176607216920045
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.5,51.59,39.899,-0.005,13.073,0.427,0.0,0.651,0.219,2.251,1.131,1.13,0.001,0.055,0.001,0.0,0.058,0.021,0.119,1.6009620109768665
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.55,49.89,38.649,-0.005,13.141,0.425,0.0,0.784,0.168,2.246,1.126,1.126,0.001,0.034,0.002,0.0,0.134,0.054,0.12,1.5871382615117746
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.6,49.533,38.413,-0.005,13.185,0.422,0.0,0.945,0.099,2.226,1.126,1.126,0.001,0.03,0.002,0.0,0.115,0.052,0.122,1.5844782262635289
2024_04_16_00_30,2024-04-16 00:30:00,2.35,0.6,0.65,49.633,38.518,-0.004,13.213,0.421,0.0,1.036,0.055,2.211,1.125,1.125,0.001,0.026,0.001,0.0,0.074,0.038,0.133,1.585663728828571
