date,Time,x_(m),y_(m),z_(m),res,res25,del_log_res25,tempC,swc,del_swc,pF,logK_cmd,cov,res_sd,res25_sd,del_log_res25_sd,tempC_sd,swc_sd,del_swc_sd,pF_sd,logK_cmd_sd,cov_sd,log_res25
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.25,277.08,246.237,0.013,19.141,0.136,-0.003,3.456,-4.139,1.248,1.182,1.182,0.019,0.035,0.018,0.005,0.201,0.433,0.462,2.391353311343063
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.3,264.085,234.994,0.013,19.202,0.136,-0.003,3.448,-4.124,1.209,1.168,1.167,0.016,0.095,0.016,0.004,0.182,0.393,0.438,2.3710567737604293
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.35,254.582,227.056,0.013,19.31,0.137,-0.003,3.439,-4.104,1.192,1.156,1.155,0.015,0.122,0.016,0.004,0.17,0.369,0.429,2.356132982706759
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.4,245.444,219.492,0.013,19.435,0.138,-0.003,3.427,-4.079,1.178,1.146,1.146,0.014,0.127,0.015,0.004,0.16,0.348,0.418,2.341418695789207
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.45,234.844,210.642,0.013,19.576,0.14,-0.004,3.407,-4.036,1.156,1.141,1.14,0.014,0.132,0.014,0.004,0.151,0.33,0.402,2.3235449696492854
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.5,222.935,200.583,0.014,19.723,0.143,-0.004,3.373,-3.962,1.136,1.134,1.133,0.013,0.113,0.014,0.004,0.145,0.319,0.394,2.302294122507683
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.55,206.834,186.656,0.013,19.865,0.151,-0.004,3.29,-3.777,1.114,1.145,1.145,0.013,0.073,0.017,0.004,0.159,0.355,0.376,2.2710419547499217
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.6,194.734,176.08,0.013,19.958,0.16,-0.004,3.211,-3.601,1.089,1.162,1.161,0.014,0.066,0.019,0.004,0.168,0.379,0.354,2.2457100295452914
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.65,187.825,170.055,0.013,20.021,0.165,-0.004,3.164,-3.497,1.08,1.166,1.166,0.015,0.056,0.02,0.005,0.166,0.376,0.35,2.230589405692358
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.7,182.561,165.445,0.013,20.066,0.169,-0.004,3.13,-3.421,1.088,1.175,1.175,0.017,0.044,0.021,0.005,0.171,0.387,0.35,2.2186536466531894
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.75,176.944,160.446,0.014,20.093,0.173,-0.004,3.095,-3.341,1.094,1.188,1.188,0.019,0.02,0.023,0.006,0.179,0.407,0.349,2.2053288943852043
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.8,168.81,153.092,0.013,20.1,0.18,-0.004,3.046,-3.23,1.126,1.216,1.216,0.024,0.004,0.027,0.008,0.203,0.462,0.397,2.1849524967294047
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.85,165.197,149.817,0.013,20.1,0.183,-0.004,3.024,-3.179,1.167,1.228,1.228,0.027,0.0,0.029,0.009,0.213,0.485,0.455,2.1755610963226943
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.9,163.847,148.593,0.013,20.1,0.184,-0.004,3.015,-3.16,1.178,1.233,1.233,0.029,0.0,0.03,0.01,0.218,0.496,0.472,2.171998350925373
2021_07_21_16_30,2021-07-21 16:30:00,2.35,0.6,0.95,163.107,147.922,0.013,20.1,0.185,-0.004,3.01,-3.149,1.171,1.236,1.236,0.029,0.0,0.03,0.01,0.221,0.501,0.457,2.1700327701298336
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.0,341.557,296.13,0.005,18.0,0.129,-0.001,3.525,-4.29,0.44,1.152,1.152,0.047,0.001,0.014,0.011,0.174,0.368,1.561,2.4714824066276635
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.05,341.347,296.09,0.005,18.022,0.129,-0.001,3.531,-4.302,0.457,1.152,1.152,0.046,0.055,0.014,0.011,0.173,0.368,1.572,2.4714237399858665
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.1,340.165,295.345,0.005,18.065,0.128,-0.001,3.538,-4.319,0.455,1.15,1.15,0.046,0.095,0.014,0.011,0.172,0.364,1.577,2.4703296229310934
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.15,338.949,294.889,0.005,18.159,0.126,-0.001,3.56,-4.364,0.442,1.147,1.147,0.046,0.122,0.014,0.011,0.171,0.361,1.571,2.469658572726771
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.2,335.163,292.625,0.004,18.32,0.123,-0.001,3.59,-4.43,0.406,1.142,1.142,0.046,0.151,0.013,0.011,0.166,0.349,1.547,2.4663114267046806
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.25,324.68,285.249,0.001,18.608,0.12,-0.0,3.633,-4.52,0.341,1.127,1.126,0.044,0.166,0.012,0.01,0.149,0.312,1.501,2.4552241305828266
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.3,315.193,278.157,-0.003,18.816,0.118,0.0,3.654,-4.565,0.301,1.123,1.123,0.042,0.139,0.011,0.009,0.141,0.296,1.48,2.4442899937146336
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.35,308.105,272.715,-0.006,18.955,0.118,0.001,3.662,-4.582,0.268,1.124,1.123,0.04,0.13,0.011,0.009,0.144,0.301,1.474,2.435709025870015
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.4,300.927,267.107,-0.01,19.085,0.117,0.002,3.666,-4.591,0.235,1.128,1.127,0.038,0.128,0.012,0.009,0.148,0.31,1.468,2.4266852696070633
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.45,292.614,260.512,-0.015,19.226,0.117,0.003,3.667,-4.592,0.2,1.14,1.139,0.035,0.132,0.012,0.008,0.16,0.334,1.462,2.4158277330626112
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.5,283.345,253.052,-0.02,19.373,0.119,0.004,3.656,-4.567,0.167,1.16,1.16,0.033,0.113,0.014,0.008,0.182,0.381,1.461,2.403209774110846
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.55,270.108,241.961,-0.027,19.515,0.124,0.006,3.594,-4.434,0.122,1.202,1.202,0.03,0.073,0.019,0.007,0.219,0.465,1.457,2.383745370733579
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.6,259.674,233.073,-0.033,19.608,0.13,0.007,3.527,-4.289,0.079,1.239,1.238,0.03,0.066,0.022,0.008,0.245,0.527,1.45,2.3674919662268272
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.65,254.642,228.859,-0.034,19.671,0.133,0.008,3.491,-4.212,0.056,1.259,1.258,0.029,0.056,0.023,0.008,0.255,0.552,1.461,2.3595679959570317
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.7,250.66,225.493,-0.036,19.716,0.136,0.008,3.465,-4.154,0.047,1.275,1.275,0.03,0.044,0.025,0.008,0.264,0.575,1.474,2.3531330645795703
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.75,246.505,221.883,-0.037,19.743,0.139,0.009,3.441,-4.101,0.03,1.295,1.295,0.031,0.02,0.026,0.009,0.278,0.606,1.486,2.346124029185515
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.8,240.21,216.248,-0.039,19.75,0.142,0.009,3.412,-4.037,0.015,1.327,1.327,0.037,0.004,0.03,0.011,0.301,0.66,1.522,2.3349520995219133
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.85,237.402,213.721,-0.04,19.75,0.143,0.01,3.4,-4.009,0.018,1.339,1.339,0.042,0.0,0.031,0.012,0.311,0.683,1.555,2.3298471975783674
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.9,236.529,212.935,-0.04,19.75,0.144,0.01,3.396,-4.001,0.016,1.343,1.343,0.045,0.0,0.031,0.012,0.314,0.69,1.567,2.328247052032806
2021_07_26_16_30,2021-07-26 16:30:00,2.35,0.6,0.95,235.986,212.446,-0.041,19.75,0.144,0.01,3.394,-3.996,0.006,1.345,1.345,0.046,0.0,0.032,0.013,0.316,0.694,1.563,2.32724855846963
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.0,399.167,358.213,0.014,19.6,0.111,-0.003,3.761,-4.783,0.145,1.182,1.182,0.007,0.0,0.016,0.002,0.207,0.432,1.64,2.554141342891618
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.05,398.711,357.814,0.014,19.601,0.111,-0.003,3.766,-4.792,0.159,1.182,1.182,0.007,0.004,0.016,0.002,0.208,0.433,1.648,2.55365732897534
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.1,397.819,357.035,0.014,19.604,0.11,-0.003,3.775,-4.81,0.158,1.184,1.183,0.007,0.006,0.016,0.002,0.21,0.436,1.652,2.552710791915561
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.15,396.784,356.152,0.014,19.61,0.108,-0.003,3.796,-4.852,0.145,1.185,1.185,0.008,0.008,0.016,0.002,0.214,0.442,1.645,2.5516353875027837
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.2,394.172,353.886,0.013,19.621,0.106,-0.003,3.829,-4.92,0.111,1.19,1.19,0.008,0.012,0.016,0.002,0.218,0.448,1.618,2.548863381956497
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.25,386.516,347.21,0.012,19.648,0.103,-0.002,3.88,-5.019,0.059,1.201,1.201,0.008,0.036,0.016,0.002,0.23,0.467,1.57,2.5405922248059456
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.3,379.876,341.713,0.011,19.713,0.101,-0.002,3.911,-5.081,0.024,1.213,1.213,0.008,0.083,0.017,0.002,0.241,0.485,1.543,2.5336615012478982
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.35,375.044,338.028,0.011,19.806,0.1,-0.002,3.931,-5.118,-0.002,1.223,1.223,0.008,0.104,0.017,0.002,0.252,0.505,1.535,2.5289526758452356
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.4,370.038,334.271,0.01,19.913,0.099,-0.002,3.948,-5.15,-0.028,1.233,1.233,0.009,0.108,0.018,0.002,0.263,0.525,1.526,2.524098700594109
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.45,364.393,329.994,0.01,20.032,0.098,-0.002,3.964,-5.179,-0.054,1.246,1.245,0.009,0.111,0.018,0.002,0.275,0.546,1.518,2.518506043542795
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.5,358.23,325.229,0.009,20.152,0.098,-0.001,3.968,-5.186,-0.082,1.259,1.259,0.009,0.09,0.019,0.002,0.288,0.571,1.512,2.5121892637930143
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.55,349.2,317.715,0.008,20.255,0.101,-0.001,3.92,-5.09,-0.122,1.284,1.284,0.011,0.048,0.021,0.002,0.304,0.608,1.506,2.5020377192761445
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.6,342.026,311.566,0.007,20.313,0.105,-0.001,3.861,-4.97,-0.157,1.307,1.307,0.012,0.041,0.023,0.003,0.314,0.637,1.499,2.493550058698747
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.65,338.512,308.614,0.007,20.351,0.108,-0.001,3.824,-4.898,-0.178,1.319,1.319,0.013,0.034,0.023,0.003,0.313,0.639,1.508,2.489415623557443
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.7,335.889,306.397,0.006,20.379,0.109,-0.001,3.801,-4.85,-0.188,1.328,1.328,0.014,0.027,0.024,0.003,0.314,0.646,1.521,2.4862845087091823
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.75,333.215,304.064,0.006,20.396,0.111,-0.001,3.784,-4.815,-0.206,1.338,1.338,0.015,0.012,0.024,0.003,0.32,0.661,1.532,2.4829650044030926
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.8,329.213,300.438,0.006,20.4,0.112,-0.001,3.769,-4.783,-0.228,1.355,1.355,0.018,0.002,0.026,0.004,0.332,0.689,1.564,2.4777548622422176
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.85,327.609,298.976,0.006,20.4,0.113,-0.001,3.763,-4.772,-0.233,1.362,1.362,0.02,0.0,0.026,0.005,0.338,0.701,1.601,2.4756363271675563
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.9,327.335,298.726,0.006,20.4,0.113,-0.001,3.763,-4.77,-0.24,1.363,1.363,0.021,0.0,0.027,0.005,0.339,0.704,1.615,2.4752730236256326
2021_08_01_16_30,2021-08-01 16:30:00,2.35,0.6,0.95,327.137,298.545,0.006,20.4,0.113,-0.001,3.762,-4.768,-0.251,1.364,1.364,0.021,0.0,0.027,0.005,0.339,0.705,1.614,2.475009802060779
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.0,438.35,413.184,0.119,21.979,0.099,-0.024,3.938,-5.133,0.007,1.209,1.21,0.08,0.291,0.017,0.016,0.237,0.477,1.542,2.616143495697901
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.05,438.165,404.539,0.107,20.975,0.1,-0.021,3.919,-5.095,0.02,1.209,1.212,0.082,1.151,0.017,0.016,0.238,0.482,1.549,2.606960396574571
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.1,437.611,396.623,0.096,20.081,0.101,-0.019,3.906,-5.071,0.018,1.21,1.212,0.082,1.022,0.017,0.016,0.238,0.483,1.552,2.5983778951528334
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.15,437.177,391.303,0.088,19.481,0.101,-0.017,3.913,-5.084,0.007,1.21,1.21,0.083,0.597,0.017,0.016,0.239,0.483,1.547,2.5925131775159405
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.2,436.056,387.722,0.081,19.167,0.099,-0.015,3.943,-5.142,-0.027,1.211,1.211,0.085,0.268,0.017,0.016,0.239,0.482,1.522,2.5885204443075147
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.25,431.903,381.437,0.07,18.85,0.095,-0.012,3.998,-5.248,-0.085,1.215,1.215,0.09,0.166,0.017,0.017,0.245,0.486,1.473,2.5814228180137384
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.3,428.291,377.245,0.063,18.727,0.093,-0.011,4.037,-5.324,-0.126,1.22,1.22,0.094,0.07,0.016,0.017,0.251,0.494,1.442,2.5766234923527307
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.35,425.519,374.962,0.059,18.747,0.092,-0.01,4.064,-5.373,-0.155,1.224,1.224,0.096,0.058,0.016,0.017,0.257,0.503,1.432,2.5739872569903044
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.4,422.487,372.763,0.057,18.806,0.09,-0.009,4.086,-5.416,-0.183,1.229,1.229,0.097,0.063,0.017,0.017,0.262,0.51,1.422,2.5714327982814784
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.45,418.946,370.2,0.055,18.876,0.089,-0.009,4.109,-5.459,-0.211,1.235,1.235,0.098,0.067,0.017,0.017,0.267,0.517,1.414,2.5684364144168854
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.5,415.204,367.5,0.053,18.953,0.088,-0.008,4.121,-5.481,-0.241,1.242,1.242,0.098,0.061,0.017,0.016,0.272,0.524,1.407,2.5652573434202135
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.55,409.675,363.271,0.053,19.038,0.091,-0.008,4.083,-5.408,-0.279,1.254,1.254,0.096,0.048,0.017,0.016,0.276,0.538,1.404,2.5602307294270576
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.6,404.648,359.302,0.055,19.102,0.094,-0.008,4.028,-5.303,-0.309,1.268,1.268,0.092,0.046,0.018,0.015,0.282,0.556,1.404,2.555459634645636
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.65,402.066,357.34,0.057,19.145,0.096,-0.009,3.992,-5.234,-0.328,1.276,1.276,0.089,0.038,0.019,0.015,0.28,0.555,1.415,2.5530816330704975
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.7,400.131,355.857,0.058,19.176,0.098,-0.009,3.968,-5.187,-0.338,1.283,1.283,0.087,0.03,0.019,0.014,0.278,0.557,1.431,2.5512755131767784
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.75,398.042,354.141,0.061,19.195,0.099,-0.009,3.952,-5.155,-0.353,1.291,1.291,0.084,0.014,0.02,0.013,0.283,0.568,1.446,2.5491762092856063
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.8,394.676,351.181,0.067,19.2,0.1,-0.01,3.94,-5.13,-0.359,1.306,1.306,0.076,0.003,0.021,0.012,0.294,0.594,1.493,2.5455310111680887
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.85,392.958,349.654,0.071,19.2,0.1,-0.011,3.936,-5.121,-0.36,1.313,1.313,0.071,0.0,0.021,0.011,0.3,0.608,1.533,2.5436385008816806
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.9,392.315,349.082,0.072,19.2,0.1,-0.011,3.934,-5.116,-0.365,1.317,1.317,0.07,0.0,0.022,0.011,0.304,0.615,1.551,2.542927455510782
2021_08_06_16_30,2021-08-06 16:30:00,2.35,0.6,0.95,391.878,348.693,0.073,19.2,0.1,-0.011,3.932,-5.113,-0.374,1.318,1.318,0.069,0.0,0.022,0.011,0.305,0.618,1.554,2.542443229016677
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.0,97.555,76.564,-0.004,13.675,0.372,0.002,1.734,-0.67,2.398,1.238,1.238,0.002,0.131,0.044,0.002,0.373,0.532,0.269,1.8840246145878619
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.05,97.621,77.422,-0.005,14.113,0.37,0.002,1.751,-0.701,2.401,1.24,1.24,0.003,0.504,0.045,0.002,0.387,0.553,0.326,1.8888643860186483
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.1,97.53,78.083,-0.005,14.508,0.367,0.002,1.764,-0.728,2.39,1.24,1.24,0.002,0.451,0.047,0.002,0.406,0.578,0.349,1.892556490857618
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.15,97.804,78.812,-0.006,14.78,0.362,0.003,1.79,-0.782,2.363,1.244,1.244,0.002,0.269,0.051,0.002,0.439,0.627,0.349,1.8965923486698324
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.2,97.539,78.893,-0.005,14.939,0.356,0.002,1.819,-0.846,2.296,1.241,1.241,0.002,0.131,0.054,0.002,0.477,0.673,0.304,1.897038470937706
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.25,94.655,76.887,-0.003,15.12,0.351,0.002,1.846,-0.905,2.213,1.231,1.231,0.002,0.101,0.055,0.001,0.513,0.685,0.213,1.885852915802287
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.3,91.557,74.571,-0.001,15.236,0.35,0.001,1.864,-0.925,2.204,1.221,1.22,0.002,0.069,0.053,0.001,0.507,0.667,0.154,1.8725699670355347
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.35,88.963,72.568,0.0,15.3,0.351,-0.0,1.867,-0.92,2.218,1.214,1.214,0.003,0.057,0.053,0.002,0.49,0.651,0.138,1.8607451539354347
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.4,85.963,70.212,0.001,15.356,0.353,-0.001,1.856,-0.893,2.226,1.205,1.204,0.003,0.054,0.051,0.002,0.473,0.625,0.125,1.8464113441583432
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.45,82.311,67.322,0.002,15.416,0.357,-0.002,1.828,-0.844,2.225,1.191,1.191,0.003,0.055,0.048,0.002,0.461,0.594,0.115,1.8281570095031574
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.5,77.845,63.754,0.003,15.473,0.364,-0.002,1.775,-0.761,2.224,1.171,1.171,0.002,0.042,0.044,0.002,0.454,0.552,0.109,1.8045074381009762
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.55,71.383,58.516,0.004,15.513,0.377,-0.002,1.654,-0.6,2.21,1.169,1.169,0.002,0.015,0.04,0.002,0.454,0.523,0.109,1.7672746312382916
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.6,65.973,54.101,0.004,15.528,0.388,-0.002,1.561,-0.463,2.184,1.149,1.149,0.002,0.01,0.032,0.002,0.401,0.442,0.109,1.7332052926568122
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.65,62.697,51.426,0.005,15.538,0.394,-0.002,1.504,-0.382,2.171,1.129,1.129,0.002,0.009,0.026,0.002,0.361,0.382,0.116,1.711182745486049
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.7,60.154,49.347,0.004,15.545,0.4,-0.002,1.451,-0.313,2.174,1.121,1.121,0.002,0.007,0.023,0.002,0.327,0.34,0.135,1.6932607553228058
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.75,57.269,46.985,0.004,15.549,0.406,-0.001,1.375,-0.227,2.176,1.119,1.119,0.002,0.003,0.018,0.002,0.287,0.285,0.157,1.6719592311913676
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.8,52.923,43.421,0.003,15.55,0.414,-0.001,1.236,-0.091,2.238,1.116,1.116,0.003,0.001,0.011,0.001,0.201,0.187,0.237,1.6376998211792233
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.85,50.677,41.578,0.003,15.55,0.417,-0.0,1.168,-0.029,2.317,1.1,1.1,0.003,0.0,0.006,0.001,0.119,0.104,0.304,1.61886359490757
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.9,49.647,40.733,0.003,15.55,0.418,-0.0,1.147,-0.012,2.346,1.092,1.092,0.003,0.0,0.004,0.001,0.079,0.067,0.318,1.6099463972076675
2021_11_01_00_30,2021-11-01 00:30:00,2.35,0.6,0.95,49.24,40.399,0.002,15.55,0.418,-0.0,1.145,-0.01,2.345,1.091,1.091,0.003,0.0,0.003,0.001,0.073,0.061,0.29,1.6063706151141464
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.0,93.521,71.142,0.002,12.406,0.387,-0.001,1.619,-0.497,2.397,1.213,1.212,0.003,0.181,0.034,0.002,0.317,0.427,0.271,1.8521260702503022
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.05,93.572,72.29,0.001,13.036,0.384,-0.001,1.642,-0.533,2.401,1.214,1.214,0.003,0.721,0.037,0.002,0.337,0.457,0.327,1.8590782247469695
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.1,93.503,73.238,0.001,13.598,0.381,-0.0,1.659,-0.566,2.391,1.215,1.216,0.003,0.642,0.039,0.001,0.362,0.491,0.35,1.8647364759788736
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.15,93.706,74.086,0.001,13.982,0.376,-0.001,1.685,-0.619,2.364,1.218,1.219,0.003,0.379,0.044,0.001,0.402,0.547,0.351,1.8697361472885108
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.2,93.455,74.274,0.002,14.198,0.37,-0.001,1.711,-0.68,2.298,1.216,1.217,0.003,0.179,0.048,0.002,0.451,0.602,0.304,1.8708368133211344
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.25,91.031,72.764,0.003,14.439,0.365,-0.002,1.723,-0.734,2.216,1.208,1.208,0.003,0.135,0.05,0.002,0.522,0.639,0.213,1.8619165651877414
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.3,88.386,70.915,0.004,14.597,0.363,-0.002,1.734,-0.756,2.207,1.198,1.197,0.003,0.099,0.049,0.002,0.539,0.637,0.153,1.8507381072311975
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.35,86.157,69.283,0.005,14.692,0.363,-0.003,1.75,-0.764,2.221,1.191,1.19,0.003,0.086,0.048,0.002,0.517,0.618,0.137,1.840626684656482
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.4,83.555,67.327,0.005,14.778,0.364,-0.003,1.75,-0.75,2.229,1.182,1.181,0.002,0.084,0.046,0.002,0.495,0.592,0.124,1.8281892633247308
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.45,80.322,64.862,0.006,14.87,0.368,-0.004,1.735,-0.715,2.228,1.169,1.168,0.002,0.085,0.044,0.002,0.471,0.558,0.114,1.8119903358813931
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.5,76.303,61.751,0.006,14.962,0.373,-0.004,1.697,-0.65,2.228,1.15,1.15,0.002,0.07,0.039,0.002,0.449,0.512,0.108,1.7906439949837745
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.55,70.469,57.135,0.006,15.041,0.384,-0.004,1.589,-0.509,2.214,1.144,1.143,0.002,0.036,0.035,0.002,0.433,0.474,0.107,1.7569022317166274
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.6,65.541,53.193,0.006,15.084,0.394,-0.003,1.502,-0.386,2.187,1.124,1.124,0.002,0.03,0.028,0.002,0.378,0.398,0.107,1.7258544845244672
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.65,62.506,50.764,0.005,15.113,0.4,-0.003,1.451,-0.315,2.173,1.106,1.106,0.002,0.026,0.023,0.002,0.334,0.339,0.113,1.7055558354377278
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.7,60.084,48.821,0.005,15.134,0.404,-0.003,1.4,-0.253,2.174,1.099,1.099,0.003,0.02,0.019,0.002,0.296,0.297,0.132,1.6886066708213183
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.75,57.352,46.615,0.004,15.147,0.409,-0.002,1.324,-0.173,2.174,1.096,1.096,0.003,0.009,0.015,0.002,0.252,0.243,0.154,1.6685256885568625
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.8,53.252,43.286,0.003,15.15,0.416,-0.001,1.201,-0.059,2.231,1.093,1.093,0.004,0.002,0.009,0.002,0.164,0.148,0.234,1.636347455108831
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.85,51.141,41.57,0.002,15.15,0.418,-0.0,1.152,-0.016,2.308,1.079,1.079,0.005,0.0,0.004,0.001,0.092,0.081,0.302,1.6187800245062147
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.9,50.206,40.81,0.002,15.15,0.419,-0.0,1.142,-0.007,2.337,1.074,1.074,0.005,0.0,0.003,0.001,0.064,0.053,0.317,1.610766594773271
2021_11_06_00_30,2021-11-06 00:30:00,2.35,0.6,0.95,49.812,40.489,0.002,15.15,0.419,-0.0,1.14,-0.006,2.337,1.075,1.075,0.005,0.0,0.002,0.001,0.058,0.048,0.288,1.6073370506670308
2021_12_01_01_30,2021-12-01 01:30:00,2.35,0.6,0.0,97.827,73.259,0.006,11.782,0.376,-0.001,1.694,-0.62,2.362,1.288,1.287,0.011,0.055,0.046,0.004,0.383,0.563,0.28,1.86486098616246
